category	rva	size	status	raw_name	normalized_name	api_evidence
winapi	0x0f9780	140	tracked	?LoadSounds@CSplashState@@QAEXXZ	?LoadSounds@CSplashState@@QAEXXZ	SetCursor
winapi	0x0fac70	76	greenfield	FUN_004fac70	FUN_004fac70	BeginPaint;EndPaint
winapi	0x0fdc00	1474	tracked	?LoadBattlezItemConfig@EngineLabelBacklog@@YAXXZ	?LoadBattlezItemConfig@EngineLabelBacklog@@YAXXZ	SetRect
winapi	0x0fe460	131	greenfield	FUN_004fe460	FUN_004fe460	SetRect
winapi	0x0fe520	169	greenfield	FUN_004fe520	FUN_004fe520	SetRect
winapi	0x0fe600	73	greenfield	FUN_004fe600	FUN_004fe600	SetRect
winapi	0x0fe910	2958	tracked	?UpdateStatusBarTabHighlight@EngineLabelBacklog@@YAXXZ	?UpdateStatusBarTabHighlight@EngineLabelBacklog@@YAXXZ	PostMessageA
winapi	0x107d00	1425	greenfield	FUN_00507d00	FUN_00507d00	SetRect
winapi	0x10a340	3019	tracked	??1CSBI_Image@@QAE@XZ	??1CSBI_Image@@QAE@XZ	CopyRect
winapi	0x110c10	3647	tracked	?LoadPyramidBridgeSprites@EngineLabelBacklog@@YAXXZ	?LoadPyramidBridgeSprites@EngineLabelBacklog@@YAXXZ	PtInRect
winapi	0x1122a0	577	tracked	?BuildRockBreakInGameText@EngineLabelBacklog@@YAXXZ	?BuildRockBreakInGameText@EngineLabelBacklog@@YAXXZ	PtInRect
winapi	0x114ff0	435	tracked	?SaveScreenshot@EngineLabelBacklog@@YAXXZ	?SaveScreenshot@EngineLabelBacklog@@YAXXZ	wsprintfA
winapi	0x115300	245	greenfield	FUN_00515300	FUN_00515300	SetRect
winapi	0x115930	347	greenfield	FUN_00515930	FUN_00515930	CopyRect;OffsetRect
winapi	0x115b30	21	greenfield	FUN_00515b30	FUN_00515b30	CopyRect
winapi	0x118930	21	greenfield	FUN_00518930	FUN_00518930	SetActiveWindow;SetFocus
winapi	0x1189c0	69	tracked	?FileExists@WinAPI@Utils@@YAHPAD@Z	?FileExists@WinAPI@Utils@@YAHPAD@Z	OpenFile
winapi	0x118b50	91	greenfield	FUN_00518b50	FUN_00518b50	OutputDebugStringA
winapi	0x118ce0	501	tracked	?Stub_118ce0@WinAPI@Utils@@YAXXZ	?Stub_118ce0@WinAPI@Utils@@YAXXZ	CloseHandle;GetModuleHandleA
winapi	0x118f60	308	tracked	?LegacyFindModule@WinAPI@Utils@@YAHKKPAXK@Z	?LegacyFindModule@WinAPI@Utils@@YAHKKPAXK@Z	CloseHandle;GetModuleHandleA
winapi	0x1192d0	57	greenfield	FUN_005192d0	FUN_005192d0	IsIconic
winapi	0x11b3b0	824	greenfield	FUN_0051b3b0	FUN_0051b3b0	timeGetTime
winapi	0x11b7c0	772	greenfield	FUN_0051b7c0	FUN_0051b7c0	timeGetTime
winapi	0x11c860	807	tracked	_WinMain@16	_WinMain@16	DialogBoxParamA;FindWindowA;GetModuleFileNameA;IsIconic;PostMessageA;SendMessageA
winapi	0x11ce86	23	named-untracked	GetOwner	GetOwner	GetParent
winapi	0x11cf53	20	named-untracked	?PtVisible@CDC@@UBEHHH@Z	?PtVisible@CDC@@UBEHHH@Z	PtVisible
winapi	0x11cf67	16	named-untracked	?RectVisible@CDC@@UBEHPBUtagRECT@@@Z	?RectVisible@CDC@@UBEHPBUtagRECT@@@Z	RectVisible
winapi	0x11cf77	28	named-untracked	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	TextOutA
winapi	0x11cf93	37	named-untracked	?ExtTextOutA@CDC@@UAEHHHIPBUtagRECT@@PBDIPAH@Z	?ExtTextOutA@CDC@@UAEHHHIPBUtagRECT@@PBDIPAH@Z	ExtTextOutA
winapi	0x11cfb8	56	named-untracked	?TabbedTextOutA@CDC@@UAE?AVCSize@@HHPBDHHPAHH@Z	?TabbedTextOutA@CDC@@UAE?AVCSize@@HHPBDHHPAHH@Z	TabbedTextOutA
winapi	0x11cff0	28	named-untracked	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	DrawTextA
winapi	0x11d00c	48	named-untracked	?GrayStringA@CDC@@UAEHPAVCBrush@@P6GHPAUHDC__@@JH@ZJHHHHH@Z	?GrayStringA@CDC@@UAEHPAVCBrush@@P6GHPAUHDC__@@JH@ZJHHHHH@Z	GrayStringA
winapi	0x11d03c	28	named-untracked	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	?SetOption@CInternetConnection@@QAEHKPAXKK@Z	Escape
winapi	0x11d19c	10	named-untracked	?PreSubclassWindow@CDragListBox@@UAEXXZ	?PreSubclassWindow@CDragListBox@@UAEXXZ	Ordinal_13
winapi	0x11d1a6	44	named-untracked	?BeginDrag@CDragListBox@@UAEHVCPoint@@@Z	?BeginDrag@CDragListBox@@UAEHVCPoint@@@Z	Ordinal_14
winapi	0x11d229	223	named-untracked	?Dropped@CDragListBox@@UAEXHVCPoint@@@Z	?Dropped@CDragListBox@@UAEXHVCPoint@@@Z	Ordinal_14
winapi	0x11d32d	247	named-untracked	?DrawSingle@CDragListBox@@QAEXH@Z	?DrawSingle@CDragListBox@@QAEXH@Z	CreateRectRgnIndirect;GetClientRect;GetDC;PatBlt;ReleaseDC;SendMessageA
winapi	0x11d557	52	named-untracked	AddBitmap	AddBitmap	SendMessageA
winapi	0x11d58b	55	named-untracked	?AddBitmap@CToolBarCtrl@@QAEHHI@Z	?AddBitmap@CToolBarCtrl@@QAEHHI@Z	SendMessageA
winapi	0x11d5c2	48	named-untracked	SaveState	SaveState	SendMessageA
winapi	0x11d5f2	48	named-untracked	RestoreState	RestoreState	SendMessageA
winapi	0x11d622	38	named-untracked	?AddString@CToolBarCtrl@@QAEHI@Z	?AddString@CToolBarCtrl@@QAEHI@Z	SendMessageA
winapi	0x11d648	41	named-untracked	OnCreate	OnCreate	SendMessageA
winapi	0x11d7d5	58	named-untracked	GetBorders	GetBorders	SendMessageA
winapi	0x11d8b7	32	named-untracked	?GetItemRect@CListCtrl@@QBEHHPAUtagRECT@@I@Z	?GetItemRect@CListCtrl@@QBEHHPAUtagRECT@@I@Z	SendMessageA
winapi	0x11d8d7	83	named-untracked	?InsertColumn@CListCtrl@@QAEHHPBDHHH@Z	?InsertColumn@CListCtrl@@QAEHHPBDHHH@Z	SendMessageA
winapi	0x11d92a	76	named-untracked	?InsertItem@CListCtrl@@QAEHIHPBDIIHJ@Z	?InsertItem@CListCtrl@@QAEHIHPBDIIHJ@Z	SendMessageA
winapi	0x11d976	54	named-untracked	HitTest	HitTest	SendMessageA
winapi	0x11d9ac	78	named-untracked	SetItem	SetItem	SendMessageA
winapi	0x11d9fa	165	named-untracked	?GetItemText@CListCtrl@@QBE?AVCString@@HH@Z	?GetItemText@CListCtrl@@QBE?AVCString@@HH@Z	SendMessageA
winapi	0x11da9f	69	named-untracked	?GetItemText@CListCtrl@@QBEHHHPADH@Z	?GetItemText@CListCtrl@@QBEHHHPADH@Z	SendMessageA
winapi	0x11dae4	66	named-untracked	?GetItemData@CListCtrl@@QBEKH@Z	?GetItemData@CListCtrl@@QBEKH@Z	SendMessageA
winapi	0x11dbb5	101	named-untracked	?CreateDragImage@CListCtrl@@QAEPAVCImageList@@HPAUtagPOINT@@@Z	?CreateDragImage@CListCtrl@@QAEPAVCImageList@@HPAUtagPOINT@@@Z	SendMessageA
winapi	0x11dc91	32	named-untracked	?GetItemRect@CTreeCtrl@@QBEHPAU_TREEITEM@@PAUtagRECT@@H@Z	?GetItemRect@CTreeCtrl@@QBEHPAU_TREEITEM@@PAUtagRECT@@H@Z	SendMessageA
winapi	0x11dcb1	160	named-untracked	?GetItemText@CTreeCtrl@@QBE?AVCString@@PAU_TREEITEM@@@Z	?GetItemText@CTreeCtrl@@QBE?AVCString@@PAU_TREEITEM@@@Z	SendMessageA;lstrlenA
winapi	0x11dd51	63	named-untracked	?GetItemImage@CTreeCtrl@@QBEHPAU_TREEITEM@@AAH1@Z	?GetItemImage@CTreeCtrl@@QBEHPAU_TREEITEM@@AAH1@Z	SendMessageA
winapi	0x11dd90	56	named-untracked	?GetItemState@CTreeCtrl@@QBEIPAU_TREEITEM@@I@Z	?GetItemState@CTreeCtrl@@QBEIPAU_TREEITEM@@I@Z	SendMessageA
winapi	0x11ddc8	46	named-untracked	?GetItemData@CTreeCtrl@@QBEKPAU_TREEITEM@@@Z	?GetItemData@CTreeCtrl@@QBEKPAU_TREEITEM@@@Z	SendMessageA
winapi	0x11ddf6	46	named-untracked	?ItemHasChildren@CTreeCtrl@@QBEHPAU_TREEITEM@@@Z	?ItemHasChildren@CTreeCtrl@@QBEHPAU_TREEITEM@@@Z	SendMessageA
winapi	0x11de24	78	named-untracked	SetItem	SetItem	SendMessageA
winapi	0x11de72	84	named-untracked	?InsertItem@CTreeCtrl@@QAEPAU_TREEITEM@@IPBDHHIIJPAU2@1@Z	?InsertItem@CTreeCtrl@@QAEPAU_TREEITEM@@IPBDHHIIJPAU2@1@Z	SendMessageA
winapi	0x11dec6	54	named-untracked	HitTest	HitTest	SendMessageA
winapi	0x11df51	99	named-untracked	?CreateDragImage@CTreeCtrl@@QAEPAVCImageList@@PAU_TREEITEM@@@Z	?CreateDragImage@CTreeCtrl@@QAEPAVCImageList@@PAU_TREEITEM@@@Z	SendMessageA
winapi	0x11e5c6	22	named-untracked	?DeleteImageList@CImageList@@QAEHXZ	?DeleteImageList@CImageList@@QAEHXZ	ImageList_Destroy
winapi	0x11e622	40	named-untracked	Create	Create	ImageList_Create
winapi	0x11e64a	50	named-untracked	?Create@CImageList@@QAEHIHHK@Z	?Create@CImageList@@QAEHIHHK@Z	ImageList_LoadImageA
winapi	0x11e67c	50	named-untracked	?Create@CImageList@@QAEHIHHK@Z	?Create@CImageList@@QAEHIHHK@Z	ImageList_LoadImageA
winapi	0x11e6ae	49	named-untracked	?Create@CImageList@@QAEHAAV1@H0HHH@Z	?Create@CImageList@@QAEHAAV1@H0HHH@Z	ImageList_Merge
winapi	0x11e75d	19	named-untracked	?GetCurSel@CListBox@@QBEHXZ	?GetCurSel@CListBox@@QBEHXZ	SendMessageA
winapi	0x11f900	257	tracked	?Stub_11f900@EngineLabelBacklog@@YAXXZ	?Stub_11f900@EngineLabelBacklog@@YAXXZ	FindFirstFileA;GetLastError
winapi	0x11fa30	249	named-untracked	__findnext	__findnext	FindNextFileA;GetLastError
winapi	0x11fb50	33	named-untracked	__findclose	__findclose	FindClose
winapi	0x11fb80	140	named-untracked	___timet_from_ft	___timet_from_ft	FileTimeToLocalFileTime;FileTimeToSystemTime
winapi	0x11fc80	299	named-untracked	__getdcwd_lk	__getdcwd_lk	GetCurrentDirectoryA;GetFullPathNameA
winapi	0x11fdb0	64	named-untracked	__validdrive	__validdrive	GetDriveTypeA
winapi	0x120210	300	named-untracked	_time	_time	GetLocalTime;GetSystemTime;GetTimeZoneInformation
winapi	0x1206b0	429	greenfield	FUN_005206b0	FUN_005206b0	GetLastError;HeapValidate;HeapWalk
winapi	0x120880	106	named-untracked	__heapchk	__heapchk	GetLastError;HeapValidate
winapi	0x120950	391	named-untracked	entry	entry	GetCommandLineA;GetModuleHandleA;GetStartupInfoA;GetVersion
winapi	0x120b30	38	named-untracked	_fast_error_exit	_fast_error_exit	ExitProcess
winapi	0x120bd0	85	named-untracked	__heap_alloc	__heap_alloc	HeapAlloc
winapi	0x120c30	104	named-untracked	_free	_free	HeapFree
winapi	0x121ca0	71	named-untracked	__CxxThrowException@8	__CxxThrowException@8	RaiseException
winapi	0x121e90	174	named-untracked	_doexit	_doexit	ExitProcess;GetCurrentProcess;TerminateProcess
winapi	0x122550	555	named-untracked	__setmbcp	__setmbcp	GetCPInfo
winapi	0x122870	474	named-untracked	_setSBUpLow	_setSBUpLow	GetCPInfo
winapi	0x122ff0	321	named-untracked	__Strftime	__Strftime	InterlockedDecrement;InterlockedIncrement
winapi	0x123b70	164	named-untracked	__expand	__expand	HeapReAlloc
winapi	0x123c20	99	named-untracked	__msize	__msize	HeapSize
winapi	0x123c90	123	named-untracked	__beginthreadex	__beginthreadex	CreateThread;GetLastError
winapi	0x123d10	140	greenfield	FUN_00523d10	FUN_00523d10	GetCurrentThreadId;TlsSetValue
winapi	0x123dc0	53	named-untracked	__endthreadex	__endthreadex	ExitThread
winapi	0x124bf0	92	named-untracked	__mtinit	__mtinit	GetCurrentThreadId;TlsAlloc;TlsSetValue
winapi	0x124ca0	122	named-untracked	__getptd	__getptd	GetCurrentThreadId;GetLastError;SetLastError;TlsGetValue;TlsSetValue
winapi	0x124d20	176	named-untracked	__freeptd	__freeptd	TlsGetValue;TlsSetValue
winapi	0x124fe0	118	named-untracked	__lock	__lock	EnterCriticalSection;InitializeCriticalSection
winapi	0x125060	22	named-untracked	__unlock	__unlock	LeaveCriticalSection
winapi	0x125080	54	named-untracked	__lock_file	__lock_file	EnterCriticalSection
winapi	0x1250c0	40	named-untracked	__lock_file2	__lock_file2	EnterCriticalSection
winapi	0x1250f0	54	named-untracked	__lock_file	__lock_file	LeaveCriticalSection
winapi	0x125130	40	named-untracked	__lock_file2	__lock_file2	LeaveCriticalSection
winapi	0x125180	432	named-untracked	_realloc	_realloc	HeapAlloc;HeapReAlloc
winapi	0x1253a0	41	named-untracked	__ms_p5_mp_test_fdiv	__ms_p5_mp_test_fdiv	GetModuleHandleA;GetProcAddress
winapi	0x125a80	144	named-untracked	__close_lk	__close_lk	CloseHandle;GetLastError
winapi	0x125ee0	217	named-untracked	__getstream	__getstream	EnterCriticalSection;InitializeCriticalSection
winapi	0x1275e0	130	named-untracked	_tolower	_tolower	InterlockedIncrement
winapi	0x127af0	804	named-untracked	__raise_exc	__raise_exc	RaiseException
winapi	0x1285b0	55	named-untracked	__heap_init	__heap_init	HeapCreate;HeapDestroy
winapi	0x1285f0	55	named-untracked	__heap_term	__heap_term	HeapDestroy
winapi	0x128660	354	named-untracked	___sbh_new_region	___sbh_new_region	HeapAlloc;HeapFree;VirtualFree
winapi	0x1287d0	91	named-untracked	___sbh_release_region	___sbh_release_region	HeapFree;VirtualFree
winapi	0x128830	205	named-untracked	___sbh_decommit_pages	___sbh_decommit_pages	VirtualFree
winapi	0x1289c0	563	named-untracked	___sbh_alloc_block	___sbh_alloc_block	VirtualAlloc
winapi	0x129e40	525	named-untracked	__XcptFilter	__XcptFilter	UnhandledExceptionFilter
winapi	0x12a330	158	named-untracked	__setargv	__setargv	GetModuleFileNameA
winapi	0x12a5e0	508	named-untracked	___crtGetEnvironmentStringsW	___crtGetEnvironmentStringsW	FreeEnvironmentStringsA;FreeEnvironmentStringsW;MultiByteToWideChar
winapi	0x12a7e0	342	named-untracked	___crtGetEnvironmentStringsA	___crtGetEnvironmentStringsA	FreeEnvironmentStringsA;FreeEnvironmentStringsW;WideCharToMultiByte
winapi	0x12a940	524	named-untracked	__ioinit	__ioinit	GetFileType;GetStartupInfoA;SetHandleCount
winapi	0x12abf0	470	tracked	?Stub_12abf0@EngineLabelBacklog@@YAXXZ	?Stub_12abf0@EngineLabelBacklog@@YAXXZ	GetModuleFileNameA;GetStdHandle;WriteFile
winapi	0x12aea0	519	named-untracked	___crtLCMapStringW	___crtLCMapStringW	LCMapStringA;MultiByteToWideChar;WideCharToMultiByte
winapi	0x12b0f0	549	named-untracked	___crtLCMapStringA	___crtLCMapStringA	LCMapStringW;MultiByteToWideChar;WideCharToMultiByte
winapi	0x12b400	388	named-untracked	___crtGetStringTypeW	___crtGetStringTypeW	GetStringTypeA;WideCharToMultiByte
winapi	0x12b590	312	named-untracked	___crtGetStringTypeA	___crtGetStringTypeA	GetStringTypeW;MultiByteToWideChar
winapi	0x12b7c0	728	named-untracked	__tzset_lk	__tzset_lk	GetTimeZoneInformation
winapi	0x12bfa0	130	named-untracked	_toupper	_toupper	InterlockedIncrement
winapi	0x12c130	32	named-untracked	?_ValidateRead@@YAHPBXI@Z	?_ValidateRead@@YAHPBXI@Z	IsBadReadPtr
winapi	0x12c150	32	named-untracked	?_ValidateRead@@YAHPBXI@Z	?_ValidateRead@@YAHPBXI@Z	IsBadWritePtr
winapi	0x12c170	27	named-untracked	?_ValidateExecute@@YAHP6GHXZ@Z	?_ValidateExecute@@YAHP6GHXZ@Z	IsBadCodePtr
winapi	0x12ccb0	360	named-untracked	__alloc_osfhnd	__alloc_osfhnd	EnterCriticalSection;InitializeCriticalSection;LeaveCriticalSection
winapi	0x12ce20	161	named-untracked	__set_osfhnd	__set_osfhnd	SetStdHandle
winapi	0x12ced0	147	named-untracked	__free_osfhnd	__free_osfhnd	SetStdHandle
winapi	0x12cfc0	170	named-untracked	__open_osfhandle	__open_osfhandle	GetFileType;GetLastError
winapi	0x12d070	101	named-untracked	__lock_fhandle	__lock_fhandle	EnterCriticalSection;InitializeCriticalSection
winapi	0x12d0e0	34	named-untracked	__unlock_fhandle	__unlock_fhandle	LeaveCriticalSection
winapi	0x12d110	158	named-untracked	__commit	__commit	FlushFileBuffers;GetLastError
winapi	0x12d230	521	tracked	?Stub_12d230@EngineLabelBacklog@@YAXXZ	?Stub_12d230@EngineLabelBacklog@@YAXXZ	GetLastError;WriteFile
winapi	0x12d460	849	tracked	?Stub_12d460@EngineLabelBacklog@@YAXXZ	?Stub_12d460@EngineLabelBacklog@@YAXXZ	CloseHandle;CreateFileA;GetFileType;GetLastError
winapi	0x12d880	128	tracked	?Stub_12d880@EngineLabelBacklog@@YAXXZ	?Stub_12d880@EngineLabelBacklog@@YAXXZ	GetLastError;SetFilePointer
winapi	0x12d990	108	named-untracked	_wctomb	_wctomb	InterlockedIncrement
winapi	0x12da00	114	named-untracked	__wctomb_lk	__wctomb_lk	WideCharToMultiByte
winapi	0x12e810	699	named-untracked	___init_ctype	___init_ctype	GetCPInfo
winapi	0x12eae0	401	named-untracked	___get_qualified_locale	___get_qualified_locale	IsValidCodePage;IsValidLocale
winapi	0x12ece0	138	named-untracked	_GetLcidFromLangCountry	_GetLcidFromLangCountry	EnumSystemLocalesA
winapi	0x12f050	94	named-untracked	_GetLcidFromLanguage	_GetLcidFromLanguage	EnumSystemLocalesA
winapi	0x12f190	62	named-untracked	_GetLcidFromCountry	_GetLcidFromCountry	EnumSystemLocalesA
winapi	0x12f270	27	named-untracked	_GetLcidFromDefault	_GetLcidFromDefault	GetUserDefaultLCID
winapi	0x12f440	57	named-untracked	_IsThisWindowsNT	_IsThisWindowsNT	GetVersionExA
winapi	0x12f480	297	named-untracked	_crtGetLocaleInfoA@16	_crtGetLocaleInfoA@16	GetLocaleInfoA
winapi	0x12f630	113	named-untracked	_mbstowcs	_mbstowcs	InterlockedIncrement
winapi	0x12f6b0	254	named-untracked	__mbtowc_lk	__mbtowc_lk	MultiByteToWideChar
winapi	0x12fc50	143	named-untracked	___crtMessageBoxA	___crtMessageBoxA	LoadLibraryA
winapi	0x12fce0	113	named-untracked	_mbstowcs	_mbstowcs	InterlockedIncrement
winapi	0x12fd60	490	named-untracked	__wcstombs_lk	__wcstombs_lk	GetLastError;WideCharToMultiByte
winapi	0x130050	516	named-untracked	_signal	_signal	GetLastError;SetConsoleCtrlHandler
winapi	0x131400	334	named-untracked	__chsize_lk	__chsize_lk	GetLastError;SetEndOfFile
winapi	0x1315d0	549	tracked	?Stub_1315d0@EngineLabelBacklog@@YAXXZ	?Stub_1315d0@EngineLabelBacklog@@YAXXZ	GetLastError;ReadFile
winapi	0x131800	428	named-untracked	___getlocaleinfo	___getlocaleinfo	GetLastError
winapi	0x1321e0	304	named-untracked	___crtGetLocaleInfoW	___crtGetLocaleInfoW	GetLocaleInfoA;MultiByteToWideChar
winapi	0x132310	319	named-untracked	___crtGetLocaleInfoA	___crtGetLocaleInfoA	GetLocaleInfoW;WideCharToMultiByte
winapi	0x132450	514	named-untracked	___crtCompareStringW	___crtCompareStringW	CompareStringA
winapi	0x1326a0	709	named-untracked	___crtCompareStringA	___crtCompareStringA	CompareStringW;GetCPInfo
winapi	0x1329a0	515	named-untracked	___crtsetenv	___crtsetenv	SetEnvironmentVariableA
directx	0x132ce0	174	tracked	?Stub_132ce0@DirectInputMgr2@@QAEXXZ	?Create@DirectInputMgr2@@QAEHPAX0K@Z	DirectInputCreateA
winapi	0x133590	1470	tracked	?GetErrorString@DirectInputMgr2@@SAXPADHJ@Z	?GetErrorString@DirectInputMgr2@@SAXPADHJ@Z	MessageBeep;MessageBoxA
directx	0x136550	140	tracked	?Stub_136550@DirectSoundMgr@@QAEXXZ	?Create@DirectSoundMgr@@QAEHPAXKK@Z	DSOUND.#1_DirectSoundCreate
winapi	0x136a30	118	greenfield	FUN_00536a30	FUN_00536a30	FindResourceA;LoadResource;LockResource
winapi	0x136ce0	146	greenfield	FUN_00536ce0	FUN_00536ce0	FindResourceA;LoadResource;LockResource
winapi	0x136e20	168	greenfield	FUN_00536e20	FUN_00536e20	timeGetTime
winapi	0x136fe0	123	greenfield	FUN_00536fe0	FUN_00536fe0	timeGetTime
directx-wrapper-caller	0x137720	20	greenfield	FUN_00537720	FUN_00537720	calls 0x136550 (DSOUND.#1_DirectSoundCreate)
winapi	0x137ac0	162	greenfield	FUN_00537ac0	FUN_00537ac0	timeGetTime
winapi	0x137e30	152	greenfield	FUN_00537e30	FUN_00537e30	timeGetTime
winapi	0x1380d0	78	greenfield	FUN_005380d0	FUN_005380d0	timeGetTime
winapi	0x138150	827	tracked	?GetErrorString@DirectSoundMgr@@SAXPADHJ@Z	?GetErrorString@DirectSoundMgr@@SAXPADHJ@Z	MessageBeep;MessageBoxA;OutputDebugStringA
thirdparty	0x138490	94	greenfield	FUN_00538490	FUN_00538490	_AIL_midiOutOpen@12;_AIL_startup@0
thirdparty	0x1384f0	59	greenfield	FUN_005384f0	FUN_005384f0	_AIL_shutdown@0
thirdparty	0x138950	112	greenfield	FUN_00538950	FUN_00538950	_AIL_set_XMIDI_master_volume@8
thirdparty	0x1389c0	71	greenfield	FUN_005389c0	FUN_005389c0	_AIL_XMIDI_master_volume@4
thirdparty	0x138c20	290	greenfield	FUN_00538c20	FUN_00538c20	_AIL_allocate_sequence_handle@4;_AIL_init_sequence@12;_AIL_release_sequence_handle@4
thirdparty	0x138dd0	54	greenfield	FUN_00538dd0	FUN_00538dd0	_AIL_release_sequence_handle@4
